ID;CODE_PRODUIT;LIBELLE;LIBELLE COMP.;FABRIQUANT;PRIX;ACCISE;CODE_TVA;UV_CAISSE;STOCK_UV;CONTENANCE;DEGRE;MARQUE;CONSIGNE_PAR_CONDITION_VENTE;CONDITION_VENTE;CATEGORIE
412;412;TERRAE VERITAS BLANC SEC 75CL;VIGNE LOURAC / AOC GAILLAC;0;4.355;0;2;6;1;75;12;1;0;     ;22
413;413;TERRAE VERITAS ROUGE 75CL;VIGNE LOURAC / AOC GAILLAC;0;4.29;0;2;6;0;75;13;1;0;     ;20
415;415;ADAPTATEUR RINCAGE TETE CREUSE;AVEC VANNE SANS CLAPET;0;76.7;0;2;1;0;100;0;1;0;     ;0
418;418;DAMIENS PACH V BLANC SEC 75CL;AOP BIO;0;6.734;0;2;6;0;75;13.5;1;0;     ;22
423;423;FROID SEC 1 TIRAGE 1/3CV 70L/H;COMPRESSEUR AUTO / TETE EN SUS;0;1690;0;2;1;0;100;0;1;0;     ;0
429;429;LONGUEROCHE AURELIEN RGE 75CL;AOC CORBIERES;226;9.855;0;2;6;1;75;14.5;1;0;     ;20
432;432;GROUPE FC LINE CONV 70 -1/2CV;4 X 25 M + 1 X 10 M;0;1471.35;0;2;1;0;100;0;1;0;     ;0
434;434;LONGUEROCHE TRADITION RGE 75CL;AOC CORBIERES;226;6.3;0;2;6;76;75;13;1;0;     ;20
435;435;LONGUEROCHE ROSE AOC 75CL;PRIX SPECIAL;0;4.86;0;2;6;-2;75;12.5;1;0;     ;21
436;436;LONGUEROCHE C RAOUL RGE 75CL;AOC CORBIERES;226;15.4575;0;2;6;5;75;13.5;1;0;     ;20
437;437;LONGUEROCHE C RESERVEE RG 75CL;AOC CORBIERES;226;8.5;0;2;6;51;75;13;1;0;     ;20
438;438;BIB 10L FUT CHENE ROUGE;;226;32.37;0;2;1;21;1000;12.5;1;0;4    ;20
439;439;BIB 10L TRADITION ROUGE 12°5;;226;24.57;0;2;1;6;1000;12.5;1;0;4    ;20
440;440;BIB 5L FUT CHENE ROUGE;;226;19.37;0;2;1;13;500;12.5;1;0;4    ;20
441;441;BIB 5L TRADITION ROUGE 12°5;;226;14.17;0;2;1;6;500;12.5;1;0;4    ;20
478;478;CHOUCHEN 75CL  HYDROMELLERIE;CORNOUAILLE LOZACHMEUR;0;5.8;0;2;12;0;75;13;1;0;     ;0
479;479;SUZE 100CL;;0;10.95;0;2;6;17;100;15;1;0;     ;0
481;481;PASSOA 70CL;A BASE DE JUS FRUIT PASSION;0;12.036;0;2;6;1;70;15;1;0;     ;0
483;483;BIB 3L MUSCAT RIVESALTES;CAP DE FOUSTE;0;26.221;0;2;1;5;300;15.5;1;0;4    ;0
485;485;MUSCAT VALAURIA 100CL;AOC RIVESALTES;0;8.1;0;2;6;12;100;15.5;1;0;     ;0
510;510;KARMELIET TRIPLE 30L;TC/BELGIQUE;38;3.85;0.648;2;30;30;100;8;1;30;1    ;10
522;522;RATZ AMBREE 30L;TP/FONTANES LOT;27;2.85;0.22275;2;30;480;100;5.5;1;30;1    ;4
523;523;RATZ BLONDE 30L;TP/FONTANES LOT;27;2.78;0.18225;2;30;1560;100;4.5;1;30;1    ;7
525;525;SAS PILS 30L;TC/BELGIQUE;14;2.14;0.2025;2;30;1560;100;5;1;30;1    ;7
528;528;HOMMELBIER 30L;BELGIQUE;13;3.15;0.30375;2;30;450;100;7.5;1;30;1    ;10
535;535;ST STEFANUS BLONDE 20L;TC / BELGIQUE;180;3.84;0.2835;2;20;1400;100;7;1;30;1    ;10
549;549;RATZ BLANCHE 30L;TP/FONTANES LOT;27;3.05;0.18225;2;30;720;100;4.5;1;30;1    ;3
557;557;RATZ NOEL 30L;;27;3.2525;0.243;2;30;0;100;6;1;30;1    ;4
558;558;LUPULUS TRIPLE BLONDE 20L;BELGIQUE;10;4.1;0.34425;2;20;1680;100;8.5;1;30;1    ;10
560;560;DUPONT MOINETTE BLONDE 20L;TRIPLE;88;4.6283;0.34425;2;20;0;100;8.5;0;0;1    ;10
561;561;DUPONT MONKS STOUT 20L;;88;3.8;0.2106;2;20;260;100;5.2;1;30;1    ;5
573;573;SAISON DUPONT 20L;BELGIQUE TC;88;3.75;0.26325;2;20;2280;100;6.5;0;30;1    ;11
583;583;MOINETTE AMBREE 20L;BELGIQUE;88;4.6022;0.34425;2;20;20;100;8.5;1;30;1    ;4
590;590;DUPONT BLANCHE HAINAUT BIO 20L;BELGIQUE;88;4.1345;0.22275;2;20;0;100;5.5;1;30;1    ;0
603;603;BOON FRAMBOISE 25VC;LAMBIC FRUITEE;41;1.909;0.05063;2;24;224;25;5;1;4.5;2    ;13
604;604;BOON KRIEK 25VC;;41;1.4371;0.0405;2;24;293;25;4;1;4.5;2    ;13
605;605;BOON FARO 25VC;;41;1.3579;0.05063;2;24;162;25;5;1;4.5;2    ;13
610;610;DUCHESSE BOURGOGNE 25VC;;15;1.5709;0.06277;2;24;99;25;6.2;1;4.5;02   ;0
611;611;GRISETTE BLANCHE BIO 25VC;;11;1.1865;0.05569;2;24;483;25;5.5;1;4.5;2    ;3
612;612;GRISETTE BLONDE BIO 25VC;SANS GLUTEN;11;1.1865;0.05569;2;24;507;25;5.5;1;4.5;2    ;7
614;614;HOMMELBIER 25VC;BELGIQUE;13;0.9929;0.07594;2;24;288;25;7.5;1;4.5;2    ;0
622;622;LINDEMANS KRIEK 25VC;BIERE CERISE;42;1.2288;0.03544;2;24;375;25;3.5;1;4.5;2    ;0
625;625;LINDEMANS GUEUZE 25VC;BELGIQUE;42;1.0272;0.05063;2;24;82;25;5;1;4.5;2    ;13
627;627;BLANCHE DE NAMUR 25VC;;37;0.9489;0.04556;2;24;216;25;4.5;1;4.5;2    ;3
633;633;MOINETTE BIO 33VC;BELGIQUE;88;1.5735;0.10024;2;24;-1;33;7.5;0;4.5;2    ;11
642;642;AREND BLONDE 33VC;;89;1.6306;0.08687;2;24;82;33;6.5;1;7;2    ;7
644;644;AREND TRIPLE 33VC;;89;1.8344;0.10692;2;24;125;33;8;1;7;2    ;10
647;647;BARBAR BLONDE MECA 33VC;TRIPLE AU MIEL;98;1.54;0.10692;2;20;59;33;8;1;12;2    ;0
658;658;ST BERNARDUS BLANCHE 33VC;BELGIQUE;31;1.0784;0.07351;2;24;129;33;5.5;1;4.5;2    ;0
659;659;ST BERNARDUS TRIPLE 33VC;;31;1.3797;0.10692;2;24;106;33;8;1;4.5;2    ;10
663;663;BRUGSE ZOT DOUBLE BRUNE 33VC;;8;1.546;0.10024;2;24;0;33;7.5;1;7;2    ;12
664;664;BRUGSE ZOT BLONDE 33VC;;8;1.5023;0.08019;2;24;0;33;6;1;7;2    ;7
665;665;BUSH AMBREE CARACTERE 33VC;BELGIQUE;20;1.6995;0.16038;2;24;106;33;12;1;4.5;2    ;0
669;669;CAROLUS AMBRIO 33VC;;29;1.6185;0.21384;2;24;54;33;8;1;4.5;2    ;4
670;670;CAROLUS CLASSIC 33VC;;29;1.5917;0.22721;2;24;66;33;8.5;1;4.5;2    ;12
672;672;CAROLUS TRIPLE 33VC;BELGIQUE;29;1.6026;0.24057;2;24;75;33;9;1;4.5;2    ;0
673;673;CHIMAY TRIPLE 33VC;;9;1.58;0.10692;2;24;162;33;8;1;4.5;2    ;10
674;674;CHIMAY BLEU 33VC;BELGIQUE;9;1.7195;0.12029;2;24;67;33;9;1;4.5;2    ;0
677;677;DELIRIUM NOCTURNUM 33VC;TRIPLE AMBREE;40;1.7685;0.22721;2;24;0;33;8.5;1;11.8;2    ;0
679;679;DELIRIUM TREMENS 33VC;BELGIQUE;40;1.7685;0.22721;2;24;21;33;8.5;1;11.8;2    ;0
681;681;ST FEUILLIEN BLONDE 33VC;BELGIQUE;11;1.5582;0.10024;2;24;0;33;7.5;1;4.5;2    ;0
699;699;DE RANKE GULDENBERG 33VC;TRIPLE;16;1.6484;0.10692;2;24;356;33;8;1;4.5;2    ;10
701;701;GULDEN DRAAK 33VC;BRUNE;26;1.4883;0.14033;2;24;10;33;10.5;1;4.5;2    ;12
706;706;HERCULE STOUT 33VC X12;;3;2.2596;0.12029;2;12;73;33;9;1;8.4;2    ;5
710;710;KAPITTEL BLONDE 33VC;BELGIQUE;13;1.2204;0.08687;2;24;5;33;6.5;1;4.5;2    ;0
714;714;KARMELIET TRIPLE 33VC;BELGIQUE;38;1.7683;0.22453;2;24;117;33;8.4;1;4.5;2    ;0
726;726;MOINETTE BLONDE 33VC;BELGIQUE;88;1.601;0.1136;2;24;260;33;8.5;1;4.5;2    ;10
729;729;MOINETTE AMBREE 33VC;;88;1.5409;0.1136;2;24;208;33;8.5;1;4.5;2    ;4
732;732;ORVAL 33VC;BELGIAN PALE ALE;99;1.6842;0.08286;2;24;314;33;6.2;1;4.5;2    ;8
734;734;PATER LIEVEN BLONDE 33VC;BELGIQUE;23;1.3597;0.08687;2;24;127;33;6.5;1;4.5;2    ;0
735;735;PATER LIEVEN BRUNE 33VC;BELGIQUE;23;1.3719;0.08687;2;24;90;33;6.5;1;4.5;2    ;0
736;736;PATER LIEVEN TRIPLE 33VC;BELGIQUE;23;1.7112;0.10692;2;24;136;33;8;1;4.5;2    ;0
746;746;ROCHEFORT 10 33VC;QUADRUPLE;21;2.0861;0.15102;2;24;192;33;11.3;1;4.5;2    ;12
747;747;ROCHEFORT 6 33VC;;21;1.374;0.10024;2;24;79;33;7.5;1;4.5;2    ;29
748;748;ROCHEFORT 8 33VC;STRONG ALE;21;1.6923;0.12296;2;24;163;33;9.2;1;4.5;2    ;12
751;751;QUINTINE AMBREE 33VC X12;;3;1.998;0.1136;2;12;119;33;8.5;1;8.4;2    ;4
752;752;SAISON DUPONT 33VC;BELGIQUE;88;1.244;0.08687;2;24;53;33;6.5;1;4.5;2    ;11
753;753;QUINTINE BLONDE 33VC X12;;3;1.9355;0.10692;2;12;142;33;8;1;8.4;2    ;7
756;756;ST BERNARDUS ABT 12 33VC;QUADRUPLE;31;1.5949;0.13365;2;24;211;33;10;1;4.5;2    ;0
757;757;ST BERNARDUS PRIOR 8° 33VC;BRUNE;31;1.4309;0.10692;2;24;177;33;8;1;4.5;2    ;12
759;759;QUINTINE NOEL 33VC;AMBREE ROUGE;3;1.7704;0.10425;2;12;4;33;7.8;1;8.4;2    ;18
762;762;ST FEUILLIEN GRAND CRU 33VC;BELGIQUE;11;1.8501;0.12697;2;24;117;33;9.5;1;4.5;2    ;0
764;764;STRAFFE HENDRIK TRIPLE 33VC;BELGIQUE;8;1.8877;0.12029;2;24;240;33;9;1;7;2    ;0
765;765;STRAFFE HENDRIK QUADRUPLE 33VC;BELGIQUE;8;2.0639;0.14702;2;24;114;33;11;1;7;2    ;0
782;782;WESTMALLE DOUBLE 33VC;BELGIQUE;5;1.3496;0.09356;2;24;146;33;7;1;4.5;2    ;12
783;783;WESTMALLE TRIPLE 33VC;BELGIQUE;5;1.6719;0.12697;2;24;129;33;9.5;1;4.5;2    ;0
785;785;WITKAP TRIPLE 33VC;TRIPLE;58;1.6647;0.10024;2;24;164;33;7.5;1;7;2    ;10
786;786;DE RANKE XX BITTER 33VC;BELGIAN ALE;16;1.5015;0.08019;2;24;204;33;6;1;4.5;2    ;8
788;788;LEFORT TRIPLE 33VC;;157;1.6666;0.11761;2;24;151;33;8.8;1;4.5;2    ;10
789;789;DE RANK SAISON DOTTIGNIES 33VC;SAISON AMBREE;16;1.6579;0.07351;2;24;136;33;5.5;1;4.5;2    ;11
790;790;DE RANKE NOIR DOTTIGNIES 33VC;BRUNE;16;1.7898;0.1136;2;24;141;33;8.5;1;4.5;2    ;5
792;792;DE RANKE SIMPLEX BLONDE 33VC;NON FILTREE NON PASTEURISEE;16;1.4841;0.06014;2;24;253;33;4.5;1;4.5;2    ;8
797;797;DE RANKE BACK TO BLACK 75VC;VIEILLIE 9 MOIS EN FOUDRE;16;7.3119;0.28856;2;6;25;75;9.5;1;1.5;3    ;5
799;799;BREWDOG BLACK JACQUES 33VP;ECOSSE;57;8.653;0.14835;2;24;0;33;11.1;1;0;3    ;0
806;806;BREWDOG TOKYO 33VP;ECOSSE;57;7.003;0.22052;2;24;0;33;16.5;1;0;3    ;0
812;812;GUE MOINES SERIE NOIRE 33VP;BRUNE FUMÉE;48;1.8897;0.10024;2;24;112;33;7.5;1;0;3    ;5
820;820;GUE MOINES LABELLE NEIPA 33VP;BRUGUIERES / HAUTE-GARONNE;48;2.2927;0.07752;2;24;32;33;5.8;1;0;3    ;0
866;866;RATZ AMBREE 33VP;FONTANES LOT;27;1.4353;0.06683;2;12;89;33;5;1;0;3    ;0
867;867;RATZ BLANCHE 33VP;FONTANES LOT;27;1.4353;0.06683;2;12;95;33;5;1;0;3    ;0
868;868;RATZ BLONDE 33VP;FONTANES LOT;27;1.4315;0.06683;2;12;145;33;5;1;0;3    ;0
870;870;RATZ NOEL 33VP;AMBREE;27;1.4622;0.08019;2;12;2;33;6;1;0;3    ;18
871;871;GUE MOINES LABELLE IPA 33VP;BRUGUIERES / HAUTE-GARONNE;48;2.228;0.07752;2;24;-1;33;5.8;0;0;3    ;1
872;872;ST PATRICK RATZ 33VP;STOUT;27;1.4353;0.06683;2;12;0;33;5;1;0;3    ;5
873;873;GUE MOINES ROI DE COEUR 33VP;IPA;48;1.8167;0.09756;2;24;128;33;7.3;1;0;3    ;1
874;874;GUE MOINES GAME OVER 33VP;AMBREE;48;1.8542;0.07752;2;24;196;33;5.8;1;0;3    ;4
875;875;ST STEFANUS ABBAYE BLONDE 33VP;;26;2.1616;0.09356;2;12;-12;33;7;1;0;3    ;0
877;877;GUE MOINES BLDE OCCITANIE 33VP;BLONDE ALE;48;1.6739;0.06014;2;24;288;33;4.5;1;0;3    ;8
887;887;BACCHUS FRAMBOISE 37.5VC;;18;2.5005;0.07594;2;20;57;38;5;1;6.9;2    ;14
888;888;MOINETTE BONS VOEUX 37,5VC;;88;2.2869;0.14428;2;24;1182;38;9.5;1;6.9;2    ;11
890;890;KRIEK MARIAGE PARFAIT 37.5VC;BOON OUDE KRIEK;41;4.53;0.1215;2;12;100;38;8;0;2.4;2    ;2
891;891;BOON OUDE GUEUZE 37.5VC;;41;2.4507;0.10631;2;12;71;38;7;1;7;2    ;2
892;892;GUE MOINES PREAMBULE 33VP;BLANCHE;48;1.9204;0.07752;2;24;82;33;5.8;1;0;3    ;3
895;895;OUD BEERSEL OUDE GUEUZE 37.5VP;;100;4.0771;0.09113;2;12;23;38;6;1;0;3    ;2
899;899;TIMMERMANS OUDE GUEUZE 37,5VC;BELGIQUE;101;2.4695;0.08353;2;12;0;38;5.5;1;4.5;2    ;0
936;936;SCHLENKERLA RAUCH. MAERZ. 50VC;MARZEN;84;1.8313;0.10327;2;20;140;50;5.1;1;4.8;2    ;0
937;937;MJG COLLIOURE ROUGE 75CL;AOP COLLIOURE;0;6.84;0;2;6;0;75;14.5;1;0;3    ;20
938;938;PIGGY MONSTRUOUS COFFEE 20LK;BOURB IMP OATMEAL ST / MOSELLE;137;7.392;0.4455;2;20;20;100;11;0;0;6    ;5
947;947;DUO PRESTIGE BLANC 75CL;DOM VEZIAN;0;7.2;0;2;6;2;75;13;1;0;3    ;22
949;949;AUTHENTIQUE DU MAS RGE 75CL;CABERNET SAUVIGNON /DOM VEZIAN;0;5.67;0;2;6;3;75;13;1;0;3    ;20
951;951;BLANCHE DES HONNELLES 75VC;;39;3.0221;0.18225;2;12;24;75;6;1;2.4;3    ;3
952;952;BLANCHE DE NAMUR 75VC;;37;2.5705;0.13669;2;12;68;75;4.5;1;4.5;2    ;0
953;953;MOINETTE BONS VOEUX 75VC;;88;3.9878;0.28856;2;12;660;75;9.5;1;4.5;2    ;11
954;954;AUTHENTIQUE DU MAS ROSE 75CL;CABERN FRANC & SAUVGNON VEZIAN;0;5.67;0;2;6;0;75;13;1;0;3    ;21
955;955;BOON OUDE GUEUZE 75VP;LAMBIC;41;4.7901;0.21263;2;12;59;75;7;1;0;3    ;13
962;962;CANTILLON GUEUZE BIO 75VP;;103;7.6877;0.16706;2;6;1;75;5.5;1;0;3    ;0
963;963;CANTILLON KRIEK BIO 75VP;;103;10.2495;0.18225;2;6;-2;75;6;1;0;3    ;13
